,C_GENDER,C_AGE,C_FIRST_WORK_DATE,CUST_CODE
1529,2,26,05-DEC-16,27737477
1530,1,26,01-JUN-15,47655711
1531,2,23,05-JUL-17,73937239
1532,1,26,01-JUL-16,42618104
1533,2,32,21-AUG-12,38589682
1534,2,29,01-AUG-15,77683557
1535,1,32,01-JUL-09,25800118
1536,2,27,01-AUG-15,33093856
1537,2,27,06-JAN-14,11118462
1538,1,37,01-JUN-05,75017930
1539,1,25,01-AUG-15,82219152
1540,1,28,22-FEB-13,79354499
1541,1,27,04-JAN-15,78493321
1542,2,44,21-JUL-97,95163096
1543,1,37,01-JUL-05,39707889
1544,1,40,01-DEC-97,48938025
1545,1,35,22-OCT-07,51296193
1546,1,34,01-OCT-04,83649309
1547,2,29,01-DEC-10,84366322
1548,1,28,01-APR-14,90000510
1549,1,31,01-APR-11,82111131
1550,1,29,01-NOV-13,96093697
1551,1,29,01-JAN-13,90128017
1552,2,28,24-JUN-15,94544109
1553,2,27,24-JUN-15,94058751
1554,2,26,01-JUN-15,85222982
1555,1,30,01-JUL-12,28937446
1556,1,28,01-APR-15,72607630
1557,2,27,01-SEP-14,12475518
1558,2,28,01-AUG-13,33960179
1559,2,37,01-AUG-05,45344175
1560,1,34,01-SEP-06,67546356
1561,2,38,01-DEC-02,60787524
1562,2,27,25-MAY-16,24814380
1563,1,33,01-JUL-07,54480681
1564,2,39,01-JUL-07,99243075
1565,2,31,01-JUN-10,79620044
1566,2,27,01-JUL-16,77850190
1567,2,34,01-AUG-09,63802100
1568,1,29,01-AUG-12,32216932
1569,1,34,01-JUL-06,73276454
1570,2,29,12-APR-16,44514905
1571,1,30,01-JUL-10,26655436
1572,2,32,01-JUL-10,39892553
1573,1,25,01-AUG-15,35900195
1574,2,26,01-AUG-15,20293211
1575,2,27,03-DEC-12,87019596
1576,2,25,01-AUG-15,68230307
1577,1,32,05-JAN-13,75614667
1578,2,30,14-NOV-14,77310660
1579,1,27,01-AUG-15,29937680
1580,1,33,01-JUL-09,34196013
1581,2,27,01-AUG-15,27838162
1582,1,31,06-MAY-15,80121870
1583,1,25,01-AUG-15,44071979
1584,2,29,01-AUG-15,93300879
1585,1,28,01-JUL-11,46728592
1586,1,28,01-JAN-13,56268445
1587,2,29,28-JUL-14,30243555
1588,2,29,01-JUL-13,40773981
1589,1,26,25-JUL-16,55731705
1590,2,28,25-JUL-16,12786393
1591,2,48,01-AUG-91,55981396
1592,2,32,01-JUN-09,42386632
1593,2,30,14-APR-11,37857921
1594,2,30,13-MAR-13,94354158
1595,1,35,08-NOV-07,60978576
1596,2,47,05-JUL-93,44987560
1597,2,33,01-JUL-07,32988953
1598,1,48,01-JUL-93,45258108
1599,1,48,01-AUG-90,16050948
1600,1,30,21-AUG-12,87425023
1601,1,45,01-JUL-95,45430358
1602,1,30,25-JUL-16,17995457
1603,1,35,01-JUL-08,97179223
1604,2,49,01-AUG-88,96670615
1605,2,39,01-JUL-99,16524381
1606,2,32,23-AUG-12,87807727
1607,2,39,01-AUG-99,18131737
1608,1,26,13-JUN-16,10970461
1609,2,33,24-JAN-10,37033729
1610,1,29,04-JAN-15,58142051
1611,2,25,01-AUG-15,76537495
1612,1,29,01-OCT-11,93822360
1613,2,27,04-JAN-15,57468809
1614,1,28,19-JUL-12,44943551
1615,2,31,01-MAY-10,40338861
1616,2,26,01-AUG-15,82010800
1617,2,39,01-DEC-03,75032071
1618,2,43,01-MAY-94,97306627
1619,2,31,01-JUL-10,29772554
1620,2,46,01-JUL-94,77162318
1621,1,29,01-JUN-14,51655837
1622,1,28,01-AUG-15,51465786
1623,2,28,01-JUL-16,27647039
1624,1,32,01-DEC-10,20012997
1625,1,34,01-JUL-07,18620824
1626,1,30,01-JUL-13,24506175
1627,2,34,10-MAY-10,64105743
1628,2,32,01-JUL-11,26027239
1629,2,33,01-JUN-10,97987885
1630,2,31,01-JUL-14,11648879
1631,1,36,01-AUG-07,10196555
1632,2,36,01-JUN-05,17071634
1633,2,37,01-JUL-03,85625367
1634,1,37,01-AUG-99,32175858
1635,2,35,01-MAY-07,62910172
1636,1,32,01-JUL-11,63552257
1637,1,38,01-JUN-03,53074083
1638,2,41,01-JUN-94,69953012
1639,1,35,01-JUL-05,96854259
1640,1,28,28-JUL-14,96981076
1641,1,33,01-DEC-07,86567642
1642,1,29,18-NOV-13,41881572
1643,2,29,18-NOV-13,42120586
1644,2,29,28-JUL-14,72316361
1645,2,27,08-DEC-14,60066265
1646,2,28,08-DEC-14,70235253
1647,2,27,13-SEP-12,20283744
1648,1,25,24-JUN-15,57603172
1649,1,29,08-DEC-14,23600424
1650,1,27,08-DEC-14,97807221
1651,1,28,24-JUN-15,69398599
1652,2,28,28-JUL-14,57885353
1653,2,29,27-NOV-15,22977881
1654,2,30,01-FEB-09,81404663
1655,2,31,01-JUN-10,49424792
1656,2,29,01-JAN-10,30916246
1657,2,28,08-DEC-14,12872525
1658,1,24,19-MAY-15,89428695
1659,2,30,01-SEP-11,74767464
1660,1,32,01-JUL-09,46014837
1661,1,32,01-JUN-10,80161997
1662,2,35,01-AUG-05,39562526
1663,2,50,01-JUL-83,80483848
1664,2,42,01-JAN-92,93345243
1665,1,32,01-SEP-10,59611499
1666,1,30,01-JUN-11,99093781
1667,1,26,14-APR-15,34336764
1668,1,35,10-MAY-10,99928518
1669,2,31,01-AUG-12,25962622
1670,1,26,28-JUL-14,61706723
1671,2,25,04-JAN-15,98347778
1672,2,32,08-OCT-15,81789305
1673,2,24,21-OCT-16,74399568
1674,2,28,01-JUN-14,32173416
1675,1,27,06-JAN-14,18295885
1676,1,32,01-MAR-10,54652461
1677,2,48,01-SEP-90,32710935
1678,1,30,10-APR-15,24161346
1679,1,43,02-NOV-95,97105141
1680,1,28,01-MAY-13,31913658
1681,1,31,13-MAR-13,48753739
1682,1,38,01-NOV-94,70048638
1683,1,32,01-JAN-09,68254050
1684,2,25,01-AUG-15,27623647
1685,1,34,01-OCT-08,86994893
1686,1,35,01-JUL-05,34001112
1687,1,35,01-MAR-06,48665576
1688,2,36,04-JAN-15,85595587
1689,1,39,01-JUL-01,72854306
1690,2,30,08-DEC-14,61970394
1691,2,26,01-AUG-15,35305027
1692,1,50,01-AUG-91,74543349
1693,2,27,01-JUL-14,21812008
1694,1,32,05-JUN-11,69859905
1695,2,29,28-JUL-14,91045849
1696,2,31,17-JUL-15,23633682
1697,2,29,25-JUL-16,79070922
1698,2,27,25-JUL-16,72698467
1699,2,26,01-JUL-14,53319957
1700,1,38,01-JUL-03,30979742
1701,2,34,01-JUL-06,27160760
1702,1,44,01-JUL-97,26731535
1703,1,28,01-AUG-15,59588790
1704,1,29,01-JAN-10,14826031
1705,2,27,01-AUG-13,35796883
1706,1,37,01-SEP-03,72880122
1707,1,34,01-JUL-10,57347768
1708,1,33,01-JUL-09,57223233
1709,1,27,17-JUL-15,78934628
1710,2,35,01-MAY-10,74366266
1711,1,25,17-JUL-15,76992617
1712,2,30,08-JUL-10,21751281
1713,1,37,01-AUG-04,33041158
1714,1,26,01-AUG-14,13200197
1715,1,31,20-OCT-11,80981318
1716,2,35,01-MAY-05,61481544
1717,2,27,01-JUL-12,29241613
1718,2,27,20-NOV-15,21328722
1719,1,38,01-JUL-05,94834434
1720,1,29,01-OCT-12,83105586
1721,1,30,01-JAN-10,74683141
1722,2,29,01-JUL-16,15622726
1723,1,25,01-JUL-16,14824772
1724,1,31,01-JUL-11,23982643
1725,1,32,03-JUL-09,60106020
1726,1,26,23-JUN-16,96795429
1727,1,31,07-JUL-09,26163774
1728,1,36,01-AUG-05,32489125
1729,1,31,20-NOV-15,34708115
1730,1,30,01-JUL-13,55429965
1731,1,26,01-DEC-11,41477203
1732,1,30,01-DEC-08,46244544
1733,2,29,17-JUL-15,26326443
1734,1,46,01-MAY-94,90694025
1735,1,32,01-OCT-09,44313490
1736,2,29,01-SEP-09,83398972
1737,2,30,08-DEC-14,95780885
1738,2,29,01-JUL-12,39463501
1739,1,46,04-SEP-89,71881378
1740,1,30,10-JUL-13,94585901
1741,2,27,01-JUL-13,14966323
1742,2,29,08-DEC-14,88676625
1743,1,25,08-DEC-14,84366644
1744,2,32,01-MAY-13,31807314
1745,2,56,20-DEC-80,76122221
1746,1,30,08-DEC-14,20257218
1747,1,26,24-JUN-15,64788236
1748,2,26,24-JUN-15,58268039
1749,2,28,08-DEC-14,14393352
1750,2,27,17-AUG-16,68060437
1751,1,27,13-JUL-15,54864656
1752,2,25,18-MAR-16,37742608
1753,1,25,24-JUN-15,98683349
1754,2,46,01-OCT-15,71772964
1755,1,44,01-MAR-15,67457758
1756,1,41,21-MAY-15,11362202
1757,2,28,01-JUN-13,75575494
1758,2,26,08-DEC-14,47787821
1759,2,27,01-JAN-12,38154693
1760,2,27,29-JUN-15,96143023
1761,2,28,08-DEC-14,41985256
1762,2,27,08-DEC-14,61486004
1763,2,28,01-SEP-12,39071517
1764,2,28,18-NOV-13,13826640
1765,2,45,01-JAN-92,87178044
1766,2,29,20-JUN-12,11729098
1767,1,36,01-APR-11,17529383
1768,2,30,01-JUL-11,59029891
1769,2,29,28-FEB-11,73369586
1770,2,29,28-JUL-14,43346911
1771,1,40,01-APR-99,98633944
1772,1,23,21-JUL-15,47316313
1773,2,24,23-SEP-16,92028979
1774,1,25,22-MAR-16,20427915
1775,2,31,01-MAY-12,73573155
1776,2,36,01-JUL-04,91837206
1777,2,35,28-APR-09,17823714
1778,1,30,01-MAR-16,93573642
1779,1,54,31-DEC-85,93055571
1780,2,31,20-MAY-13,28431990
1781,1,30,08-MAR-10,69777853
1782,1,42,01-JUL-97,91580445
1783,1,27,01-JUN-14,14252200
1784,1,25,21-SEP-16,32523908
1785,1,58,01-JUL-80,29204960
1786,2,28,01-APR-15,89164618
1787,2,37,15-JUL-15,60972311
1788,1,52,01-APR-84,79657263
1789,1,32,01-JUL-04,12496865
1790,1,34,01-OCT-10,77410059
1791,1,31,01-OCT-10,88805936
1792,2,26,20-MAR-17,94204138
1793,2,32,03-NOV-08,67919148
1794,1,24,03-JAN-17,19188335
1795,2,25,03-JAN-17,95274834
1796,1,34,01-SEP-08,31766649
1797,1,39,01-JAN-98,16611375
1798,1,24,01-JUN-16,95039533
1799,2,25,06-MAR-17,10796114
1800,1,24,01-SEP-13,33304416
1801,1,34,01-JUL-06,62362229
1802,2,43,01-OCT-93,88771837
1803,1,39,01-JUL-02,14275707
1804,2,32,01-JUL-08,88344929
1805,2,35,01-SEP-07,88156579
1806,1,31,01-DEC-10,31764619
1807,2,26,01-JUN-15,36032374
1808,1,27,27-MAR-17,94513780
1809,2,22,01-NOV-16,42489425
1810,1,42,01-JAN-97,13426586
1811,2,25,01-AUG-15,35413000
1812,2,25,21-JUN-16,29239624
1813,2,31,01-JUL-11,33159921
1814,1,26,01-NOV-89,20555047
1815,1,44,01-AUG-96,27483895
1816,2,24,29-NOV-17,18339333
1817,1,23,18-JUL-18,24525570
1818,2,48,24-AUG-17,61702264
1819,2,30,01-JUL-10,44020818
1820,2,33,11-NOV-06,24531626
1821,2,26,24-APR-17,66533937
1822,1,29,01-APR-14,15567768
1823,2,57,01-AUG-80,33989819
1824,2,29,30-MAY-11,27277239
1825,1,26,01-MAR-14,66424090
1826,2,37,01-JAN-05,16091868
1827,2,40,01-FEB-01,60713474
1828,2,22,23-JUL-18,78792718
1829,2,29,02-JUL-12,79968903
1830,1,40,01-AUG-00,91592486
1831,2,49,09-MAY-18,93582546
1832,1,30,01-APR-15,24843637
1833,1,24,06-JUL-17,79863004
1834,2,23,21-JUL-17,33959684
1835,1,35,01-JAN-06,59365064
1836,2,31,30-JUN-08,36407874
1837,2,29,01-JUN-11,23357562
1838,2,29,01-FEB-12,70350784
1839,2,31,11-AUG-14,50947582
1840,1,35,10-MAY-10,20662486
1841,1,31,22-JUL-11,57609687
1842,1,36,15-JUL-04,70661781
1843,1,30,01-DEC-03,91651879
1844,1,31,22-JUL-11,25683354
1845,2,33,01-SEP-07,80441400
1846,2,44,01-APR-95,55446872
1847,2,25,19-MAY-15,64609092
1848,1,27,19-MAY-15,19784277
1849,1,33,26-APR-09,82780090
1850,1,26,01-JUL-16,98571218
1851,2,27,01-JUL-16,78123847
1852,2,44,01-NOV-94,13572160
1853,2,25,30-JUN-15,57151181
1854,2,46,01-DEC-88,35270085
1855,1,39,01-OCT-07,88439148
1856,2,34,01-JUL-06,19029436
1857,2,46,01-JUL-91,14590167
1858,1,37,05-SEP-04,74382687
1859,1,28,01-JUL-16,47988843
1860,1,29,01-JUN-13,26766981
1861,1,25,01-JUL-16,63456598
1862,2,30,25-APR-09,58356426
1863,2,29,01-JUL-14,22487842
1864,1,29,01-JUL-16,45460414
1865,2,37,01-JUL-02,33600764
1866,1,35,09-JUL-10,71250028
1867,1,47,14-JUN-88,42186522
1868,1,31,08-JUL-10,64362084
1869,2,26,24-JUN-15,16281063
1870,2,24,12-JAN-16,55802064
1871,1,28,01-OCT-14,38985530
1872,2,32,01-AUG-13,83685610
1873,2,25,01-AUG-16,84009151
1874,2,33,25-MAR-07,43191490
1875,1,27,20-JUN-14,26622409
1876,1,25,16-OCT-15,59250599
1877,2,28,01-JUN-15,97591112
1878,1,27,24-JUN-15,50828960
1879,1,30,01-SEP-12,82934591
1880,1,25,12-AUG-15,65911558
1881,2,33,01-MAY-07,50782617
1882,2,34,01-JUL-07,72289364
1883,1,58,01-JAN-77,68136574
1884,1,49,01-DEC-88,51330154
1885,1,31,01-AUG-11,20076127
1886,2,44,01-AUG-95,59484598
1887,2,28,28-JUL-14,70694644
1888,1,24,01-APR-14,55608337
1889,2,31,01-JUL-12,96688003
1890,2,24,01-SEP-16,56393886
1891,2,28,18-NOV-13,29611562
1892,2,29,08-DEC-14,20616205
1893,2,39,01-DEC-03,30469346
1894,2,29,01-JUL-12,71414721
1895,2,25,01-AUG-15,60350554
1896,2,29,01-AUG-12,16649327
1897,1,50,01-DEC-83,16941314
1898,1,22,12-JUL-18,45611297
1899,2,33,07-MAR-13,35215435
1900,2,34,01-DEC-07,93723051
1901,1,25,01-NOV-13,11395959
1902,1,26,24-JUN-15,10588385
1903,1,34,24-APR-09,49835240
1904,1,60,05-APR-75,47014420
1905,2,35,01-FEB-06,88136327
1906,2,24,08-OCT-16,86164172
1907,1,26,04-JAN-16,31730262
1908,1,28,17-JUL-15,90226939
1909,1,30,01-MAY-09,99420490
1910,2,28,01-NOV-12,71186573
1911,1,27,18-APR-16,57187127
1912,1,48,25-SEP-13,78304433
1913,2,41,01-AUG-96,79719422
1914,2,24,21-JUN-17,76786062
1915,2,24,31-AUG-16,19605320
1916,1,29,01-DEC-13,68952942
1917,1,28,01-MAY-12,53262403
1918,2,50,01-MAR-01,76324724
1919,1,27,01-DEC-09,78109595
1920,1,28,01-JAN-15,15868045
1921,1,32,01-NOV-05,18483678
1922,2,29,18-NOV-13,32530638
1923,1,28,08-DEC-14,20496615
1924,1,29,01-JUL-13,28511831
1925,2,28,08-DEC-14,94627536
1926,2,28,23-JAN-15,18490867
1927,2,24,24-JUN-15,91865065
1928,1,35,01-AUG-06,13822089
1929,1,28,24-JUN-15,26616570
1930,2,25,17-JUL-15,57210260
1931,1,31,07-JUL-10,53389596
1932,1,30,01-SEP-13,27587377
1933,2,28,01-APR-13,74141078
1934,2,35,01-MAR-07,58904770
1935,2,31,01-SEP-12,31903294
1936,2,30,01-JUL-11,62697406
1937,2,30,01-FEB-12,75901431
1938,1,26,01-JUL-14,23793223
1939,2,41,04-JAN-01,85843980
1940,1,25,28-JUN-15,60443323
1941,2,31,01-DEC-14,69760609
1942,2,34,08-AUG-08,40172974
1943,1,38,05-AUG-99,41461648
1944,2,32,01-JUN-10,77915933
1945,1,28,01-JUN-16,71708742
1946,1,33,01-AUG-06,70774440
1947,1,28,01-SEP-14,11788182
1948,2,38,13-JUL-03,88560375
1949,1,32,01-JUL-10,47170665
1950,2,30,01-MAY-13,35001996
1951,1,25,01-AUG-15,69849958
1952,2,28,01-SEP-14,26223229
1953,2,35,01-JAN-06,45945919
1954,2,24,01-JUL-16,30073652
1955,1,28,01-AUG-15,10283568
1956,2,43,02-NOV-98,17155689
1957,1,35,14-APR-11,48299379
1958,1,34,01-OCT-09,22379381
1959,1,24,20-JUN-17,28747352
1960,1,31,01-JUL-10,83226153
1961,2,27,01-JUL-16,97458407
1962,2,32,01-JUN-10,84502613
1963,2,35,01-JUL-08,25275600
1964,1,32,01-JUL-09,13484247
1965,1,30,01-OCT-09,87572968
1966,2,25,15-AUG-16,84468143
1967,1,27,01-OCT-15,90754773
1968,2,26,13-JAN-14,31981320
1969,1,35,01-JUL-07,48441955
1970,2,25,01-JUL-16,60862392
1971,2,27,01-DEC-16,80578190
1972,1,55,25-DEC-79,38728700
1973,2,51,01-APR-17,86240940
1974,1,32,28-JUL-14,54411723
1975,2,26,08-DEC-14,98795855
1976,2,46,01-DEC-90,59317592
1977,2,43,01-AUG-94,55104592
1978,2,25,01-JUL-16,89424539
1979,2,32,02-JAN-10,31242714
1980,1,29,18-NOV-13,26924818
1981,1,29,08-DEC-14,71047545
1982,2,27,08-DEC-14,19566301
1983,2,26,08-DEC-14,81932377
1984,1,46,01-AUG-95,78706428
1985,2,35,01-JUL-07,58312535
1986,1,28,14-AUG-12,58567309
1987,1,30,04-MAY-11,65573929
1988,1,27,09-OCT-15,57312647
1989,2,26,24-JUN-15,36720615
1990,1,34,01-JUL-10,93440824
1991,1,27,08-DEC-14,25510821
1992,1,27,01-MAR-14,26311599
1993,1,33,01-JUL-11,48531875
1994,1,23,02-JAN-18,34878782
1995,2,25,08-DEC-14,95560546
1996,1,25,24-JUN-15,36306048
1997,1,42,01-JAN-00,51147448
1998,2,33,03-APR-09,24466747
1999,2,24,27-JUN-17,38295248
2000,1,49,01-DEC-93,31884505
2001,2,25,24-JUL-17,74913044
2002,1,27,01-APR-05,81971039
2003,2,24,01-JUL-16,60522236
2004,2,35,01-JUN-04,50664456
2005,2,22,10-AUG-17,45722975
2006,2,27,01-FEB-13,25301641
2007,2,29,01-JUL-14,58672153
2008,2,28,01-MAR-14,57336090
2009,1,23,05-JUL-17,47410333
2010,1,28,02-MAR-09,57420660
2011,2,23,01-JAN-15,77968968
2012,2,24,15-AUG-17,52451157
2013,1,23,10-JUL-17,19648143
2014,1,40,03-AUG-98,45813760
2015,1,29,21-JUN-12,29223509
2016,2,28,01-JUL-16,34058983
2017,1,36,16-JUL-04,93189174
2018,1,30,15-JUL-10,30729590
2019,2,37,01-SEP-04,46515804
2020,2,33,01-JUL-10,96877159
2021,2,35,01-APR-06,51825454
2022,1,36,01-JUL-05,98370765
2023,1,37,15-JUL-05,24068605
2024,1,35,01-JUN-04,15717955
2025,1,31,01-FEB-11,54676264
2026,2,27,01-JUL-16,37734666
2027,2,36,01-JUL-07,95211815
2028,1,34,01-APR-10,60181489
2029,2,29,11-APR-11,68621781
2030,1,40,01-JUL-02,34998844
2031,2,35,01-DEC-05,87696130
2032,2,33,01-JUL-12,50145499
2033,2,36,01-SEP-06,75938605
2034,1,43,01-AUG-94,25067917
2035,1,36,01-JUL-03,42831650
2036,1,47,01-AUG-90,93632804
2037,2,30,01-AUG-15,33810391
2038,1,29,06-JAN-14,64636334
2039,2,32,01-JUL-09,78334450
2040,1,30,01-DEC-07,46338041
2041,2,29,01-AUG-15,55144697
2042,1,30,09-MAR-15,15942687
2043,2,26,01-AUG-15,74412942
2044,1,49,01-JUL-90,49597692
2045,1,33,22-NOV-10,56814711
2046,2,31,01-AUG-15,18986648
2047,2,31,24-JAN-10,89056593
2048,1,30,11-MAY-15,22202928
2049,1,29,01-JUL-12,64351668
2050,2,31,28-JUL-14,64570542
2051,2,28,01-JUL-13,29512166
2052,2,28,17-JUL-15,55047669
2053,1,24,25-JUL-16,51703144
2054,2,24,11-JUL-16,11657471
2055,2,36,01-JAN-08,83741779
2056,1,26,10-NOV-14,70983219
2057,2,39,01-OCT-03,29334082
2058,2,26,06-NOV-14,70187636
2059,2,36,01-JAN-09,86011762
2060,1,30,01-NOV-09,51739007
2061,1,42,01-DEC-93,60835602
2062,1,52,01-SEP-84,52025999
2063,2,26,11-JUL-16,55953132
2064,2,38,01-JUL-04,22155018
2065,1,32,18-AUG-14,16001780
2066,2,37,01-JUL-04,82139309
2067,1,38,01-JUN-08,80112191
2068,2,33,21-AUG-12,82867520
2069,2,32,25-JAN-10,88205270
2070,1,26,01-AUG-15,42871588
2071,1,31,06-MAY-15,79131454
2072,1,26,25-JUL-16,27385467
2073,2,34,04-JAN-13,50729208
2074,2,27,01-AUG-15,32310674
2075,1,26,01-AUG-15,68851229
2076,2,29,27-JAN-15,77491288
2077,2,25,01-AUG-15,28531343
2078,1,46,01-JUL-94,22160183
2079,1,27,12-NOV-12,57157701
2080,1,53,01-JUL-85,31732785
2081,2,27,01-JUN-14,61937221
2082,1,31,01-FEB-09,48671924
2083,1,27,01-AUG-15,43666451
2084,1,30,02-SEP-15,14313649
2085,1,27,01-AUG-15,60822708
2086,1,30,01-NOV-10,45261718
2087,1,28,27-MAY-15,86755708
2088,1,29,04-JUN-15,47662568
2089,1,28,01-MAR-14,86916260
2090,2,30,01-AUG-15,64751909
2091,1,36,01-JUN-01,11116246
2092,2,35,01-OCT-02,15272043
2093,1,25,09-JUL-18,37694631
2094,2,33,01-MAY-11,27306247
2095,2,28,01-APR-13,25952560
2096,2,25,14-JUL-15,70818630
2097,2,25,01-NOV-12,59840597
2098,2,25,12-SEP-15,59727200
2099,2,23,22-DEC-16,29192035
2100,2,28,01-AUG-15,67878660
2101,2,26,01-JUN-13,38202271
2102,2,22,18-JUL-18,85587624
2103,1,23,07-AUG-17,49955812
2104,2,26,08-DEC-14,37530323
2105,1,31,19-JUL-05,85537348
2106,2,26,20-APR-17,54381291
2107,1,35,01-JUL-05,94087713
2108,1,35,05-MAY-03,75156561
2109,2,30,01-JUN-15,63135443
2110,1,28,30-SEP-11,39634629
2111,2,31,01-JUL-10,86040457
2112,1,32,01-AUG-07,60010544
2113,1,47,01-AUG-92,75754369
2114,1,27,01-SEP-14,39272340
2115,2,18,07-AUG-18,13400082
2116,2,24,13-AUG-18,44545359
2117,1,33,01-JUN-11,28767642
2118,1,23,17-JUL-18,50481066
2119,1,37,14-JUL-17,20970598
2120,1,34,01-JUL-05,55332875
2121,2,28,01-AUG-14,90433441
2122,1,28,01-MAR-13,48953803
2123,1,25,11-JUL-17,31131853
2124,2,31,02-APR-12,39782820
2125,1,44,01-OCT-97,12145255
2126,1,34,01-NOV-03,43974907
2127,2,23,01-NOV-16,88093196
2128,2,24,03-JUL-17,48308493
2129,1,24,01-JUN-17,53333696
2130,2,29,01-MAR-14,98259471
2131,1,33,01-OCT-04,18763665
2132,1,21,06-FEB-18,32315047
2133,2,25,06-AUG-18,37707468
2134,2,26,01-JAN-14,36470543
2135,1,29,01-JUL-12,82469098
2136,1,33,01-JAN-08,41965529
2137,1,30,27-AUG-18,47524271
2138,2,49,14-JUN-10,86386026
2139,2,23,24-JUL-17,20260301
2140,1,35,01-NOV-09,95706834
2141,1,26,01-DEC-09,59014388
2142,1,27,01-JUL-13,12490708
2143,2,35,01-NOV-05,96222917
2144,1,26,01-SEP-15,33066696
2145,2,26,09-JAN-18,20537378
2146,2,36,30-NOV-04,43192561
2147,2,36,01-APR-09,15436734
2148,2,30,13-JAN-14,33596654
2149,2,25,04-JUL-16,94158362
2150,2,22,11-OCT-17,62907344
2151,1,25,01-JUL-16,40360812
2152,2,26,01-OCT-13,14732968
2153,1,24,20-JUN-18,87389622
2154,2,24,24-JUN-15,14598564
2155,1,30,14-APR-11,20011600
2156,1,26,19-MAY-15,15198203
2157,2,28,01-NOV-11,39888020
2158,1,41,01-JUL-99,15888072
2159,1,27,01-JUN-15,76227516
2160,1,34,24-OCT-10,43790217
2161,1,27,01-SEP-13,58122136
2162,2,28,01-JUL-14,80363981
2163,2,29,11-APR-11,41537853
2164,1,24,19-AUG-16,97142238
2165,2,55,01-JAN-15,94433618
2166,1,25,11-JUL-17,67846256
2167,1,24,20-JUN-18,97083925
2168,2,25,01-JUL-15,24558058
2169,1,25,01-JUL-17,52401284
2170,2,28,01-AUG-18,13094030
2171,1,28,01-JUN-16,69780638
2172,2,26,01-JUN-12,24972352
2173,2,35,01-SEP-08,93757463
2174,2,30,01-MAR-10,99921640
2175,1,27,16-MAY-16,72479910
2176,2,32,01-DEC-10,47796765
2177,1,27,01-OCT-10,20634920
2178,2,25,01-AUG-18,62070394
2179,1,34,01-JUL-06,57711270
2180,2,53,01-JUL-85,72381412
2181,1,28,01-JUN-14,66322200
2182,1,27,03-JAN-14,29932170
2183,2,33,01-AUG-06,12655608
2184,1,25,01-JUL-15,68461617
2185,1,28,24-JUN-15,25444208
2186,2,26,01-APR-15,98096100
2187,1,29,01-MAR-12,21584427
