,C_GENDER,C_AGE,C_FIRST_WORK_DATE,CUST_CODE
781,1,28,18-NOV-13,25169115
782,2,29,01-JUL-13,49862594
783,1,29,01-JUL-13,24485784
784,2,25,17-JUL-15,71271034
785,2,26,25-JUL-16,91613342
786,2,25,25-JUL-16,96726360
787,2,46,01-JUL-99,80515943
788,1,38,01-AUG-00,82728384
789,1,35,06-JUL-10,23850985
790,2,38,01-APR-04,92760506
791,2,31,25-NOV-11,41931622
792,2,28,01-JUL-16,98952458
793,2,55,12-DEC-79,33678395
794,1,54,01-DEC-83,42286420
795,2,29,01-AUG-12,51166284
796,2,44,01-DEC-94,39835514
797,2,31,01-APR-11,53350981
798,1,25,05-APR-16,37403415
799,1,37,01-OCT-98,62470892
800,2,38,15-JUL-03,48884953
801,2,36,01-JUL-04,73915427
802,2,39,01-JUL-01,42486183
803,1,46,01-APR-89,74938269
804,1,32,04-JAN-10,49288779
805,1,35,01-NOV-07,91499585
806,1,37,01-JUL-02,72893487
807,2,36,01-JUN-02,50194227
808,1,41,15-JUL-01,47115458
809,2,31,01-AUG-10,11197789
810,1,42,01-JUL-98,20069893
811,2,30,08-MAR-10,18263585
812,1,36,27-OCT-08,99697047
813,2,26,01-OCT-14,86487094
814,1,37,27-JUN-08,54899304
815,1,46,01-JUN-01,45229906
816,2,28,01-JUL-16,95891429
817,2,45,01-DEC-95,14240392
818,2,31,08-DEC-14,52785590
819,2,25,08-JUL-15,74205513
820,2,43,01-JUL-95,27644461
821,1,25,09-SEP-14,25971871
822,2,34,01-OCT-09,25718215
823,2,36,01-JUL-07,19236723
824,2,30,01-AUG-10,69381407
825,1,28,30-JUN-11,47857692
826,2,33,30-MAR-07,35916653
827,1,48,01-MAR-92,81147177
828,2,24,08-JUL-15,37407932
829,1,28,04-DEC-14,80806254
830,1,47,01-JAN-94,16880218
831,1,31,01-OCT-10,15353528
832,1,29,01-DEC-07,52716430
833,1,44,03-NOV-93,68884071
834,1,44,01-FEB-92,31671060
835,2,36,31-OCT-08,88628931
836,1,36,01-APR-05,90190956
837,2,37,11-SEP-07,81223132
838,1,36,01-JUN-08,15671342
839,2,27,01-MAR-16,50009841
840,1,36,10-JUL-03,36996264
841,2,35,01-JUL-09,21214959
842,2,36,02-JUL-05,94541052
843,1,46,01-AUG-92,33671055
844,1,39,01-JUL-03,43937521
845,1,46,01-JUL-93,39697816
846,2,40,01-JUN-95,70739035
847,1,39,01-JUL-02,56212249
848,2,31,22-JUL-11,16332533
849,1,27,01-JUL-16,10218381
850,2,34,01-DEC-09,82259177
851,2,35,01-AUG-09,66620350
852,2,36,01-SEP-02,34791594
853,2,29,26-JUL-12,17785610
854,2,26,29-JUL-15,66911499
855,1,30,18-JUL-11,45168488
856,1,34,01-JUL-06,92946156
857,2,28,01-JUL-11,68032092
858,1,44,01-DEC-91,95803147
859,2,31,01-JUL-10,41822004
860,1,34,01-JUL-08,72956948
861,2,32,01-DEC-06,60724547
862,1,36,15-JUL-04,65011855
863,2,28,01-JUL-16,31063853
864,2,31,01-JAN-10,72502787
865,1,28,19-DEC-05,47253145
866,2,33,01-JUL-06,62505431
867,2,41,01-JUL-00,66787774
868,1,29,26-JUL-12,89694320
869,1,36,08-JUL-10,58850500
870,1,31,17-AUG-09,74407339
871,1,40,01-DEC-95,20393319
872,2,30,01-MAY-12,10313744
873,1,30,01-DEC-06,97029677
874,2,38,01-JUL-03,74346896
875,1,31,01-JUL-09,96361171
876,1,40,01-OCT-00,78831651
877,1,35,01-JUL-06,18841320
878,1,52,01-MAY-80,23034306
879,1,45,01-SEP-92,16288860
880,2,36,15-APR-05,30677626
881,2,45,01-SEP-92,94004270
882,2,27,01-MAY-13,73771548
883,2,30,01-JUN-11,80805991
884,1,36,14-FEB-08,60280222
885,2,27,15-JUL-10,82794438
886,1,26,30-JUN-15,99472253
887,1,46,01-AUG-96,26053307
888,1,53,01-JAN-83,94754761
889,1,27,01-AUG-14,40554173
890,2,47,16-SEP-86,48863445
891,2,26,09-JUN-15,85751105
892,2,30,14-MAR-11,61737291
893,2,37,01-DEC-97,59439957
894,2,24,20-NOV-15,37933432
895,1,52,17-DEC-82,78133897
896,2,27,29-OCT-13,33796993
897,2,25,15-JUL-15,47821325
898,1,31,04-JAN-10,91075172
899,1,36,01-JUL-05,54478682
900,1,30,01-MAY-14,46445702
901,1,31,15-MAR-11,24071579
902,2,44,01-JUL-93,78090807
903,2,31,01-FEB-09,80576635
904,1,26,05-NOV-14,68501054
905,2,31,13-APR-10,80310640
906,1,25,19-JUL-16,66540859
907,1,56,07-NOV-79,84325022
908,2,30,11-MAR-14,91001155
909,1,50,01-OCT-90,98055249
910,1,34,08-JUL-10,71344967
911,1,32,01-NOV-03,22220688
912,2,27,26-FEB-13,36432531
913,2,28,01-JUL-13,52574919
914,2,41,01-NOV-94,25841715
915,1,31,01-SEP-10,18303871
916,1,45,01-AUG-93,56393756
917,1,30,26-SEP-09,99944648
918,2,33,01-JUL-10,28577467
919,1,36,01-AUG-05,16348785
920,2,34,01-SEP-07,95281520
921,2,29,01-APR-11,69891214
922,1,27,19-MAY-15,17150727
923,1,23,28-MAY-14,83975024
924,2,32,01-AUG-12,83757007
925,2,35,01-JUL-10,22577244
926,1,39,15-JUL-04,57651592
927,1,29,22-JUL-11,16454452
928,2,32,18-JUN-13,84995051
929,2,40,14-JUL-01,95080346
930,2,34,01-DEC-05,57490464
931,2,33,29-APR-09,87387798
932,1,29,16-FEB-14,74848925
933,2,34,07-MAR-10,76495202
934,2,49,01-MAY-85,81198071
935,2,26,30-JUN-15,60366715
936,2,31,01-DEC-08,81713807
937,2,31,07-JUL-10,83597623
938,2,25,01-JUL-16,87515171
939,1,28,16-JUL-13,94010660
940,2,27,30-JUN-15,63603138
941,2,36,13-JUL-05,31185267
942,2,33,01-JUL-07,83302069
943,2,23,01-JUL-16,14573325
944,2,46,01-JAN-91,19672029
945,1,24,28-OCT-14,81440267
946,2,36,01-OCT-08,68951256
947,2,29,15-JAN-14,86653906
948,1,28,28-JUL-14,24642609
949,2,41,10-JUL-01,81551019
950,2,43,01-SEP-95,84662069
951,1,28,01-JUL-16,92837515
952,1,35,01-JUL-05,33240947
953,2,30,01-SEP-11,23002415
954,1,31,01-OCT-09,46717528
955,2,28,01-MAY-12,65442163
956,2,25,25-JUL-16,52383205
957,1,29,01-JUN-11,48978225
958,1,34,01-OCT-06,21756864
959,2,30,01-JUN-06,82839150
960,1,31,10-NOV-06,66352278
961,2,28,01-JUN-10,86147203
962,2,32,01-JAN-06,69424950
963,1,30,01-NOV-12,77303255
964,2,28,04-JAN-15,40968470
965,1,36,01-JUL-04,96264745
966,2,27,01-JUL-13,63141629
967,1,25,15-NOV-14,62468360
968,1,30,01-AUG-11,60599728
969,2,31,01-SEP-10,46698970
970,1,47,01-DEC-88,60484541
971,2,31,01-JUL-09,91758145
972,2,31,18-JUN-13,26904899
973,2,27,01-JUL-14,96347588
974,1,39,15-JUL-03,32577198
975,1,27,01-AUG-15,70518051
976,1,33,08-OCT-11,53559407
977,2,29,01-AUG-15,29229711
978,2,26,01-JUL-16,15604986
979,2,37,01-SEP-04,79415521
980,1,33,01-SEP-08,29563290
981,2,36,16-MAR-07,84335785
982,2,35,01-DEC-99,33621877
983,2,47,01-SEP-86,76754381
984,1,27,26-MAY-15,45953831
985,2,30,04-JAN-15,54486322
986,2,48,01-DEC-85,80459788
987,2,26,01-AUG-15,73281366
988,2,31,20-JUN-10,80620746
989,2,26,01-AUG-15,69985173
990,2,28,01-JUL-15,31395064
991,2,32,01-SEP-09,21108527
992,2,27,04-JAN-15,47689639
993,1,28,11-FEB-15,89705798
994,2,32,04-JAN-15,92383471
995,2,25,01-SEP-15,61729215
996,2,25,20-APR-15,96072576
997,1,27,01-AUG-13,17141367
998,2,28,06-JUL-15,21310395
999,1,30,01-JUL-11,28199685
1000,1,32,01-MAR-11,72352444
1001,1,27,01-MAR-12,36190107
1002,2,27,01-JUL-13,66854001
1003,2,26,01-JUL-16,35593898
1004,2,30,01-SEP-11,75063772
1005,2,31,02-MAR-12,95614312
1006,2,31,01-APR-07,89499406
1007,2,28,03-MAY-16,51926976
1008,1,25,08-JUL-15,27458567
1009,2,29,01-JUL-12,99969298
1010,2,36,14-JUL-04,37700345
1011,1,34,01-JAN-06,86545282
1012,2,26,01-SEP-14,58497368
1013,1,25,08-JUL-15,45068030
1014,1,39,01-DEC-03,14416855
1015,1,45,01-NOV-92,62173871
1016,1,36,01-JUL-04,82882390
1017,1,33,13-SEP-07,41243590
1018,1,38,01-JUL-04,72715325
1019,2,30,01-APR-11,59880841
1020,1,29,07-MAR-10,18616033
1021,1,27,28-JUL-14,50596476
1022,1,38,01-SEP-02,26193590
1023,1,42,01-JUN-94,25582090
1024,1,44,01-DEC-92,40942824
1025,1,55,01-MAY-79,84498242
1026,2,27,13-NOV-12,75079180
1027,2,32,01-MAY-09,85239854
1028,1,38,01-APR-10,77902650
1029,1,23,18-NOV-15,48371436
1030,1,35,28-MAY-05,42960042
1031,2,33,16-JUL-13,77459554
1032,2,28,13-APR-12,26987375
1033,2,44,16-APR-94,33469739
1034,1,48,01-JUL-92,58426749
1035,2,36,01-JUL-05,27225371
1036,1,38,01-JUL-04,62163902
1037,2,48,01-JUL-92,64276072
1038,1,33,14-APR-11,69376314
1039,2,28,01-AUG-13,97875249
1040,2,25,26-OCT-15,64412517
1041,1,30,05-JUL-16,63637441
1042,2,29,01-APR-10,81069964
1043,1,32,08-NOV-10,22025074
1044,2,31,01-OCT-09,61194653
1045,1,38,01-SEP-00,78258499
1046,2,27,01-MAR-13,42327359
1047,1,30,01-AUG-11,65061555
1048,1,32,01-JAN-08,67418993
1049,1,35,10-JUL-04,71852739
1050,1,32,01-NOV-08,22710696
1051,2,43,01-JUL-95,18408248
1052,2,37,26-NOV-03,55017192
1053,1,30,08-DEC-14,86033440
1054,1,28,01-JAN-13,61523003
1055,1,24,24-JUN-15,33749336
1056,1,29,08-DEC-14,63945717
1057,2,26,13-JUL-15,95487373
1058,1,28,24-JUN-15,81605946
1059,2,30,01-OCT-14,11711243
1060,1,27,01-JUL-13,67173790
1061,2,26,28-JUL-14,15175537
1062,2,28,08-DEC-14,47258823
1063,2,36,01-MAY-06,72740964
1064,1,53,29-OCT-81,71204291
1065,2,28,12-AUG-14,43120505
1066,2,45,01-JAN-92,34054214
1067,2,31,20-OCT-09,37954386
1068,1,27,01-JUL-13,67347382
1069,1,25,24-JUN-15,12914006
1070,1,30,01-AUG-11,74792882
1071,2,28,01-JUL-12,16981549
1072,2,30,01-JUL-11,25297253
1073,2,31,01-JUL-09,31688672
1074,1,23,01-JUL-15,65811837
1075,2,28,22-AUG-16,50497157
1076,1,27,19-MAY-15,33504659
1077,2,33,01-MAR-07,44677408
1078,1,28,17-JUL-15,53471011
1079,2,26,17-JUL-15,30161480
1080,2,33,01-SEP-04,94977976
1081,1,30,17-JUL-15,10585864
1082,1,37,01-JUL-03,13350873
1083,2,35,13-JUL-05,51220382
1084,1,29,21-MAY-15,50926698
1085,1,31,13-FEB-15,53797176
1086,2,48,01-AUG-86,44650534
1087,1,29,28-AUG-15,98278346
1088,1,30,01-MAY-14,31810738
1089,1,31,01-SEP-08,37725135
1090,1,33,13-DEC-10,86907740
1091,2,30,01-NOV-10,81479687
1092,2,35,01-OCT-07,28444738
1093,1,31,01-JUL-09,98985962
1094,1,34,01-AUG-06,83111564
1095,1,36,01-JAN-08,16491691
1096,1,36,01-JUL-06,89728929
1097,1,34,01-JUL-11,52516391
1098,1,39,01-MAY-98,77163811
1099,1,34,01-AUG-07,92364514
1100,2,31,19-FEB-14,59183446
1101,1,33,01-MAY-08,41592924
1102,1,30,09-OCT-12,35907400
1103,1,41,13-JUL-01,86749937
1104,1,25,07-MAR-13,57749175
1105,1,47,01-AUG-96,54817669
1106,2,34,14-FEB-08,26830940
1107,1,51,01-JUN-88,28266091
1108,1,33,01-DEC-07,79718779
1109,1,31,01-JUL-10,20133361
1110,2,26,06-JUL-15,85646721
1111,1,31,06-MAY-13,90527787
1112,2,30,01-MAR-10,98662751
1113,1,36,01-JUL-09,80086389
1114,2,26,26-JUL-16,86654976
1115,2,25,11-AUG-14,48855089
1116,2,28,08-APR-14,79041857
1117,1,30,01-JUL-11,28118331
1118,1,28,01-JUL-13,43570986
1119,1,37,01-APR-06,11266715
1120,2,50,01-DEC-85,37358788
1121,1,33,18-JUN-13,69969369
1122,1,39,15-JUL-04,91095668
1123,2,36,15-JUL-04,86701863
1124,2,32,01-AUG-07,65739735
1125,1,50,01-APR-93,75053689
1126,1,29,01-SEP-07,31202574
1127,2,40,01-APR-97,76371602
1128,2,31,01-AUG-11,45637604
1129,2,30,01-SEP-11,48557792
1130,2,35,12-OCT-13,77111436
1131,1,28,08-DEC-14,29774900
1132,1,38,01-AUG-99,15582376
1133,2,25,08-DEC-14,78631804
1134,2,29,19-NOV-12,11277692
1135,1,28,08-DEC-14,18643445
1136,1,48,15-AUG-89,53659831
1137,1,29,05-JUL-14,53029960
1138,2,43,01-JUL-97,48910414
1139,2,27,03-SEP-11,25517625
1140,2,39,11-APR-99,61461451
1141,2,39,01-NOV-99,91176816
1142,1,34,01-AUG-11,22154511
1143,2,24,26-JUL-16,22000316
1144,1,30,07-AUG-12,27018897
1145,1,46,01-AUG-94,55325511
1146,2,45,01-JAN-01,29463920
1147,2,47,01-AUG-89,67215847
1148,1,31,13-NOV-12,91680494
1149,2,44,04-JAN-94,89957774
1150,2,29,28-MAR-13,29294896
1151,1,45,01-JUL-91,14902304
1152,1,37,01-JUL-05,70433615
1153,2,31,28-MAR-15,10926882
1154,1,29,01-MAY-13,33876888
1155,1,45,01-SEP-92,84821923
1156,2,26,28-MAR-13,33258274
1157,2,25,19-MAY-15,94345107
1158,2,40,01-JUL-02,81445817
1159,2,27,14-AUG-14,83366333
1160,1,31,01-JUL-10,98852300
1161,1,27,24-JUN-15,80815447
1162,2,24,30-JUN-15,83013248
1163,2,32,01-JUL-11,73801658
1164,2,45,01-JUL-92,33098741
1165,1,25,26-JUL-16,71888050
1166,2,37,01-AUG-04,27813439
1167,1,50,31-DEC-87,26439763
1168,1,41,24-OCT-00,16289867
1169,1,47,01-DEC-91,51827633
1170,2,26,28-JAN-15,83488755
1171,2,29,24-JAN-10,19850747
1172,2,26,08-JUN-15,75700334
1173,1,61,01-DEC-77,22699150
1174,2,37,01-JUN-99,38306758
1175,1,27,16-SEP-14,97979357
1176,1,33,01-JUL-11,75328568
1177,1,47,01-APR-88,40594360
1178,2,29,01-SEP-11,87565300
1179,1,26,30-JUN-15,70043157
1180,1,32,01-MAY-11,66901720
1181,1,27,01-MAR-14,21726232
1182,2,25,01-JUL-16,11202575
1183,2,28,01-JUL-14,17389090
1184,2,26,01-DEC-13,79381008
1185,2,24,01-JUL-16,89069476
1186,2,29,26-JUN-15,42374856
1187,2,24,01-JUL-16,43780097
1188,2,32,01-JUL-10,39872548
1189,2,32,01-JUL-08,27934649
1190,2,46,01-JAN-89,49068043
1191,1,39,15-JUL-03,40390255
1192,2,38,01-AUG-06,15064527
1193,1,36,01-SEP-05,88172548
1194,1,36,01-JUL-03,38120812
1195,1,29,01-NOV-12,46083999
1196,2,31,01-APR-09,61576980
1197,1,30,01-JUL-10,76453650
1198,2,35,01-JUL-09,92822482
1199,2,33,01-JUL-09,15458502
1200,1,31,01-MAR-11,33343158
1201,2,38,01-AUG-01,40389905
1202,2,29,01-NOV-13,56682323
1203,1,32,01-JUL-08,57122170
1204,1,30,26-JUL-12,77321450
1205,1,29,28-JUL-14,22782046
1206,2,28,18-NOV-13,91191370
1207,2,32,18-NOV-13,88854878
1208,1,29,18-NOV-13,95045337
1209,1,28,28-JUL-14,65136469
1210,1,25,08-DEC-14,42651779
1211,1,30,08-DEC-14,81992976
1212,1,26,01-AUG-15,58913703
1213,2,32,24-JAN-10,88015636
1214,2,26,01-AUG-15,43250081
1215,1,36,01-FEB-05,82548913
1216,2,30,04-JAN-15,25383989
1217,2,26,01-JAN-15,37532517
1218,1,36,01-OCT-01,66487660
1219,1,32,01-NOV-04,89697089
1220,1,34,01-SEP-04,28344752
1221,2,31,01-JUL-08,45245225
1222,1,43,01-SEP-09,94913335
1223,2,26,01-JUL-16,55215186
1224,1,28,01-AUG-15,73616329
1225,1,31,01-OCT-09,97873334
1226,1,37,01-AUG-03,84401529
1227,1,35,01-JUL-10,12351492
1228,2,28,03-MAY-16,57631062
1229,1,29,21-JUL-15,19278855
1230,1,35,27-SEP-09,41111368
1231,1,25,23-AUG-13,49297699
1232,1,54,01-DEC-79,87408629
1233,1,29,26-NOV-12,49011340
1234,1,61,01-AUG-79,24241267
1235,1,25,26-FEB-16,53314329
1236,1,27,08-DEC-14,86618049
1237,2,24,07-JUL-17,85888307
1238,1,28,03-MAY-13,82802237
1239,1,26,01-JUL-14,98757636
1240,2,25,22-JAN-18,52757660
1241,2,30,01-JUL-11,96938234
1242,2,35,01-OCT-05,77377761
1243,1,29,01-JUN-12,85586014
1244,2,26,24-JUN-15,84523128
1245,1,32,01-NOV-11,80973688
1246,1,38,01-JUL-01,24733529
1247,1,32,01-SEP-06,82691551
1248,1,42,01-DEC-97,26108925
1249,2,39,01-JUN-04,22499293
1250,2,26,30-JUN-15,31424650
1251,1,33,01-AUG-04,15021674
1252,2,35,01-JUL-07,28342141
1253,1,33,27-SEP-09,84580107
1254,2,39,13-OCT-97,64617753
1255,2,38,30-OCT-08,83827522
1256,1,27,18-MAR-15,94287383
1257,1,31,01-JAN-06,28156458
1258,1,35,07-AUG-06,63451565
1259,2,30,01-JUN-11,79389384
1260,1,41,01-MAY-00,23690743
1261,2,27,24-FEB-16,77681958
1262,1,26,01-JAN-16,81311280
1263,2,33,01-JUL-06,62887686
1264,1,31,01-SEP-10,95877747
1265,2,27,01-JUL-14,94849240
1266,2,28,15-JUL-13,81307490
1267,1,25,24-JUN-15,76013656
1268,1,24,01-JUL-16,77375288
1269,2,29,01-JUN-12,85982466
1270,2,24,01-JUL-16,15549896
1271,2,27,01-AUG-14,67310130
1272,1,24,01-JUL-16,29769531
1273,1,29,01-NOV-13,81195520
1274,1,27,01-JUN-14,10329602
1275,1,27,01-JUN-15,43696166
1276,2,26,01-JUL-12,44031393
1277,2,28,24-JUN-15,46599453
1278,2,28,24-JUN-15,72109354
1279,2,26,01-JUN-15,34292843
1280,2,31,01-SEP-12,50672024
1281,2,30,10-JAN-10,24118859
1282,1,26,25-JUL-16,93705032
1283,1,25,25-JUL-16,61810753
1284,1,55,01-JAN-81,34153591
1285,2,28,01-AUG-13,86268707
1286,2,31,14-APR-11,34899253
1287,1,33,02-JUL-12,62580041
1288,2,26,03-NOV-14,23908624
1289,1,30,01-JUL-12,28967815
1290,2,35,01-JUN-08,84764405
1291,2,55,01-DEC-80,65782544
1292,2,29,01-JUN-12,79297516
1293,1,33,01-SEP-08,38919399
1294,1,35,01-OCT-05,50938472
1295,1,33,01-SEP-06,94148157
1296,1,43,01-AUG-95,33496290
1297,1,52,20-NOV-83,78333834
1298,1,26,04-JAN-15,72074695
1299,1,28,19-JUL-12,42320807
1300,1,49,01-SEP-91,23908916
1301,1,31,16-OCT-12,68116749
1302,1,35,01-MAR-05,56758001
1303,2,28,06-JAN-14,33402395
1304,2,28,01-MAR-14,34977672
1305,2,42,01-JUL-02,36827425
1306,2,29,20-FEB-14,84727768
1307,2,31,01-MAY-12,39551283
1308,1,49,01-OCT-86,92350316
1309,2,26,06-MAY-15,38722905
1310,1,32,08-OCT-09,25841955
1311,1,26,01-AUG-15,61576724
1312,2,32,04-JUN-12,71994303
1313,1,40,01-NOV-96,14650177
1314,2,35,01-SEP-05,81354783
1315,2,27,01-JUN-14,21916274
1316,1,39,01-JUL-02,79413206
1317,1,29,27-MAY-15,12911639
1318,1,25,01-OCT-13,67041286
1319,1,27,19-NOV-15,18721013
1320,1,25,17-NOV-15,48043920
1321,1,34,01-SEP-07,98159493
1322,2,25,01-AUG-15,80689607
1323,1,34,01-AUG-09,98374937
1324,2,30,01-OCT-09,38880310
1325,1,29,01-JUL-09,89494488
1326,1,27,20-JUN-14,80752940
1327,2,29,27-FEB-17,74046288
1328,2,34,01-AUG-11,30833363
1329,2,31,01-MAY-11,19010473
1330,1,49,08-OCT-88,83799294
1331,1,33,01-AUG-06,68702329
1332,2,30,01-APR-10,74519395
1333,2,31,01-SEP-09,54791399
1334,1,27,14-APR-11,82721043
1335,2,36,01-NOV-06,65515411
1336,2,29,22-JAN-16,95839057
1337,2,30,01-JUL-12,63182919
1338,1,26,01-JUL-13,41873756
1339,1,33,01-NOV-12,28054934
1340,2,27,01-MAR-13,94701670
1341,1,30,01-JUL-11,19654059
1342,2,31,01-SEP-12,15172722
1343,1,26,23-FEB-17,27042987
1344,2,48,01-JAN-90,84245651
1345,2,26,01-DEC-14,95245235
1346,2,32,01-FEB-09,65432833
1347,2,26,12-JAN-16,59601108
1348,1,25,16-JAN-17,45164348
1349,2,26,01-JUL-14,41915676
1350,1,30,01-JUL-12,65131302
1351,1,27,12-MAR-14,10941112
1352,1,32,01-AUG-07,24602159
1353,1,35,01-AUG-00,14056716
1354,2,30,01-MAR-12,67259271
1355,1,30,01-SEP-10,10214794
1356,2,46,01-JAN-13,66719204
1357,2,26,06-JUL-17,98569517
1358,1,24,01-NOV-15,61156257
1359,1,38,08-JUN-02,94052758
1360,1,59,01-APR-84,62696237
1361,2,25,17-JUL-15,84125654
1362,2,26,17-JUL-15,81339520
1363,1,24,01-AUG-16,56065308
1364,2,25,03-SEP-15,56014730
1365,2,25,27-JUN-16,20640934
1366,1,23,05-JUL-16,56317027
1367,2,31,01-JUN-10,41067934
1368,2,25,11-OCT-16,74827410
1369,2,27,01-JUL-16,96223853
1370,2,25,01-APR-16,62570289
1371,1,29,01-OCT-10,31916747
1372,2,28,12-AUG-14,62931498
1373,2,25,16-OCT-15,47287838
1374,1,24,18-AUG-17,55000867
1375,1,25,01-JUL-16,78259854
1376,1,27,27-MAR-15,55601446
1377,1,24,01-JUL-16,33988153
1378,1,25,01-JUL-16,71272324
1379,1,27,28-AUG-14,16997530
1380,2,26,17-JUL-15,63430831
1381,2,26,17-JUL-15,63483032
1382,1,28,01-AUG-14,13659641
1383,2,28,01-JUL-13,14914814
1384,2,29,08-DEC-14,38398354
1385,1,25,01-JUL-16,61717764
1386,2,29,01-MAY-10,89417300
1387,1,35,08-DEC-05,77516059
1388,1,35,01-OCT-01,44701778
1389,1,48,01-NOV-90,90641280
1390,1,31,01-MAR-09,11527793
1391,1,33,25-APR-09,91433297
1392,2,27,26-MAR-15,76897666
1393,1,30,09-FEB-12,19229070
1394,1,36,01-JUL-04,98532531
1395,1,37,15-JUL-03,51703352
1396,2,30,01-JUL-16,87464515
1397,1,50,01-JUL-90,63623484
1398,2,31,01-JUL-11,54011983
1399,1,27,01-JAN-13,33299804
1400,1,39,13-JUL-06,71731827
1401,1,28,01-JUL-11,57611730
1402,2,25,01-JUL-15,45794865
1403,1,29,01-MAR-13,34720888
1404,2,35,01-MAR-06,67333748
1405,1,37,01-JUL-03,85650804
1406,1,37,15-JUL-04,74284368
1407,2,25,01-MAR-15,69206721
1408,2,27,01-NOV-15,71509777
1409,1,29,01-JUL-12,55968215
1410,1,26,24-JUN-15,72175064
1411,1,25,01-JUL-15,66910519
1412,1,29,01-JUL-10,23081218
1413,2,24,24-JUN-15,24809166
1414,2,25,24-JUN-15,67711086
1415,2,30,01-JUL-12,42265294
1416,2,26,11-MAR-16,93468543
1417,1,27,28-MAY-15,47565274
1418,1,26,27-AUG-15,96684887
1419,2,26,01-JUL-15,64337064
1420,1,25,01-JUL-14,30562264
1421,1,30,01-OCT-10,20230421
1422,1,27,01-MAR-14,97565134
1423,1,26,01-JUL-13,50829767
1424,1,29,01-JUN-11,17310240
1425,1,36,10-MAY-10,60735701
1426,1,52,01-JUL-85,48609838
1427,1,29,01-JUL-12,21112064
1428,1,32,01-AUG-11,52148606
1429,1,37,01-SEP-04,64206782
1430,1,37,15-JUL-04,95416606
1431,1,34,01-JUL-03,20591018
1432,1,39,01-JAN-98,66408280
1433,1,28,01-FEB-09,19372039
1434,2,30,07-JUL-10,85938344
1435,1,34,11-SEP-07,40485122
1436,2,49,01-JUN-87,84152945
1437,1,30,17-FEB-12,98826462
1438,2,35,01-JUL-02,99881625
1439,2,28,01-JUL-12,25726763
1440,2,29,01-MAR-10,42914979
1441,1,24,30-JUN-15,89942462
1442,1,33,01-JUL-07,49870238
1443,2,34,01-AUG-09,33527720
1444,2,38,16-JUL-03,20384702
1445,2,30,30-JUN-15,15576041
1446,1,28,01-JUL-16,23288907
1447,2,34,01-JUL-08,19590017
1448,1,31,01-MAR-10,73665389
1449,2,26,05-APR-16,23968899
1450,1,32,01-JUL-09,82381388
1451,1,39,01-SEP-02,44398089
1452,2,33,01-AUG-09,39868635
1453,1,43,01-AUG-98,91124128
1454,1,29,14-APR-11,76323988
1455,2,30,01-JUL-12,74266462
1456,1,31,01-JUN-10,12605936
1457,2,33,01-APR-06,32135723
1458,2,30,01-OCT-09,89777503
1459,2,34,01-JAN-11,86627857
1460,1,27,03-JUL-13,37731049
1461,2,27,09-MAY-13,23547638
1462,1,28,01-JUN-13,18208266
1463,2,25,08-DEC-14,86521118
1464,2,27,08-DEC-14,10464197
1465,1,26,08-DEC-14,32431237
1466,1,26,24-JUN-15,70604517
1467,2,26,24-JUN-15,71339481
1468,2,28,08-DEC-14,30417323
1469,1,24,13-JUL-15,41151987
1470,2,27,24-JUN-15,20825766
1471,1,37,01-JUN-05,55857703
1472,1,28,01-JUL-13,14239598
1473,2,28,08-DEC-14,77207465
1474,2,31,01-AUG-08,62330878
1475,2,26,01-MAY-14,30670903
1476,2,43,01-AUG-94,63791186
1477,1,28,16-JUL-13,45655015
1478,2,31,01-APR-11,92165928
1479,1,49,01-JUL-89,21002066
1480,1,22,03-MAY-16,80027887
1481,1,34,23-MAY-07,43906538
1482,2,28,01-NOV-10,10997563
1483,1,28,01-MAR-13,71033026
1484,1,27,01-JUL-12,17133571
1485,1,44,04-JAN-96,51171497
1486,1,36,01-JUL-05,25238408
1487,1,37,01-OCT-97,72011449
1488,1,43,01-MAY-93,41348104
1489,1,28,06-JAN-14,53296550
1490,2,27,04-JAN-15,67704157
1491,2,26,01-AUG-15,57803164
1492,1,31,04-JUL-13,87585754
1493,1,48,01-JUL-92,57862297
1494,1,52,15-JUL-88,52069573
1495,1,30,01-JUL-11,94614434
1496,1,26,01-JUL-14,54687233
1497,2,29,28-FEB-11,15079199
1498,1,31,15-JUN-15,37230431
1499,1,35,04-MAR-05,89907283
1500,1,31,01-NOV-11,65544293
1501,1,32,01-JUL-08,43805270
1502,2,26,24-JUN-15,74924057
1503,1,44,01-AUG-93,15404384
1504,1,28,24-JUN-15,42992475
1505,1,40,01-JUL-05,54683443
1506,1,28,08-DEC-14,15648151
1507,1,36,01-DEC-06,71097372
1508,1,25,26-MAY-15,42587573
1509,2,30,01-OCT-11,21504171
1510,2,25,07-MAR-93,47154006
1511,2,34,01-MAR-11,41007017
1512,1,39,01-JUN-08,76173171
1513,2,24,04-JUL-16,97767590
1514,2,44,04-JAN-16,15852356
1515,2,23,12-JAN-16,36797620
1516,2,30,01-NOV-11,60502163
1517,1,23,01-AUG-16,51360330
1518,1,45,01-SEP-16,62355012
1519,1,28,24-MAR-15,88722939
1520,2,47,01-AUG-96,66161247
1521,1,27,01-JUL-14,19918190
1522,2,24,01-NOV-16,44931313
1523,1,25,17-FEB-17,39066754
1524,1,25,03-JUN-15,14133124
1525,1,31,01-DEC-08,21071487
1526,2,29,01-FEB-11,61258820
1527,1,41,01-JUL-00,25349808
1528,2,27,24-JUN-15,61472128
